Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Good,Miss,Open Duration (m),Close Duration (m),Gas,Liquid
1659,Anderson_East_2-35,2/5/2025 20:18,274,62,49.2,212,2.7,2/5/2025 20:01,272,129,47.01,224.99,1.57,10.15,444.2364532,1,0,16.85,0.85,0.14,
1658,Anderson_East_2-35,2/5/2025 20:00,272,66,49.18,206,2.63,2/5/2025 19:17,277,115,52.89,224.11,1.38,8.116666667,555.523614,1,0,42.91666667,0.916666667,0.17,
1657,Anderson_East_2-35,2/5/2025 19:16,276,67,55.87,209,2.67,2/5/2025 19:03,277,113,50.25,226.75,1.38,8.283333333,544.3460765,1,0,13.35,0.833333333,0.14,
1656,Anderson_East_2-35,2/5/2025 19:02,276,63,52.03,213,2.72,2/5/2025 18:48,275,106,49.68,225.32,1.33,8.216666667,548.7626775,1,0,14.05,0.85,0.12,
1655,Anderson_East_2-35,2/5/2025 18:47,274,64,53.23,210,2.68,2/5/2025 18:34,276,113,50.74,225.26,1.38,8.65,521.2716763,1,0,13.38333333,0.85,0.14,
1654,Anderson_East_2-35,2/5/2025 18:33,275,64,52.91,211,2.69,2/5/2025 18:19,277,120,48.08,228.92,1.46,9.35,482.2459893,1,0,13.76666667,0.85,0.14,
1653,Anderson_East_2-35,2/5/2025 18:19,276,65,52.73,211,2.69,2/5/2025 18:05,279,112,51.5,227.5,1.36,8.283333333,544.3460765,1,0,13.55,0.833333333,0.19,
1652,Anderson_East_2-35,2/5/2025 18:04,278,65,53.93,213,2.72,2/5/2025 17:51,276,113,50.47,225.53,1.38,8.3,543.253012,1,0,13.31666667,0.85,0.13,
1651,Anderson_East_2-35,2/5/2025 17:50,275,66,53.48,209,2.67,2/5/2025 17:35,273,131,50.23,222.77,1.57,9.75,462.4615385,1,0,14.81666667,0.85,0.15,
1650,Anderson_East_2-35,2/5/2025 17:34,272,70,53.02,202,2.58,2/5/2025 16:42,280,114,52.74,227.26,1.37,8,563.625,1,0,51.83333333,0.85,0.18,
1649,Anderson_East_2-35,2/5/2025 16:42,279,68,55.85,211,2.69,2/5/2025 16:28,277,108,53.66,223.34,1.32,8.133333333,554.3852459,1,0,13.28333333,0.866666667,0.14,
1648,Anderson_East_2-35,2/5/2025 16:28,276,67,57.19,209,2.67,2/5/2025 16:14,276,119,48.21,227.79,1.45,8.95,503.7988827,1,0,13.75,0.783333333,0.12,
1647,Anderson_East_2-35,2/5/2025 16:13,275,63,51.54,212,2.7,2/5/2025 15:57,276,117,48.9,227.1,1.43,10.35,435.6521739,1,0,16.23333333,0.866666667,0.14,
1646,Anderson_East_2-35,2/5/2025 15:56,276,63,50.02,213,2.72,2/5/2025 15:39,280,123,46.96,233.04,1.48,10.78333333,418.1452859,1,0,16.96666667,0.783333333,0.13,
1645,Anderson_East_2-35,2/5/2025 15:38,280,62,50.7,218,2.78,2/5/2025 15:25,279,106,50.2,228.8,1.32,7.633333333,590.69869,1,0,12.86666667,0.883333333,0.16,
1644,Anderson_East_2-35,2/5/2025 15:24,278,63,52.77,215,2.74,2/5/2025 15:12,276,123,49.88,226.12,1.48,8.1,556.6666667,1,0,12.53333333,0.783333333,0.12,
1643,Anderson_East_2-35,2/5/2025 15:11,275,67,53.77,208,2.65,2/5/2025 15:00,276,112,53.02,222.98,1.36,5.566666667,810,1,0,11.23333333,0.85,0.16,
1642,Anderson_East_2-35,2/5/2025 14:59,273,67,55.16,206,2.63,2/5/2025 14:47,279,99,46.55,232.45,1.29,6.866666667,656.6504854,1,0,11.91666667,0.766666667,0.12,
1641,Anderson_East_2-35,2/5/2025 14:46,277,62,51.71,215,2.74,2/5/2025 14:33,279,122,49.61,229.39,1.46,8.833333333,510.4528302,1,0,12.85,0.866666667,0.14,
1640,Anderson_East_2-35,2/5/2025 14:33,278,65,52.22,213,2.72,2/5/2025 14:20,280,104,48.85,231.15,1.31,7,644.1428571,1,0,12.95,0.783333333,0.13,
1639,Anderson_East_2-35,2/5/2025 14:19,277,63,52.08,214,2.73,2/5/2025 14:06,275,132,55.36,219.64,1.54,8.25,546.5454545,1,0,12.81666667,0.883333333,0.12,
1638,Anderson_East_2-35,2/5/2025 14:05,273,71,58.08,202,2.58,2/5/2025 12:47,281,102,57.12,223.88,1.25,6.616666667,681.4609572,1,0,78.38333333,0.85,0.16,
1637,Anderson_East_2-35,2/5/2025 12:46,280,70,59.69,210,2.68,2/5/2025 12:34,279,133,64.37,214.63,1.47,7.45,605.2348993,1,0,12.13333333,0.766666667,0.13,
1636,Anderson_East_2-35,2/5/2025 12:33,278,79,66.23,199,2.54,2/5/2025 11:04,280,121,59.86,220.14,1.38,7.083333333,636.5647059,1,0,89.11666667,0.866666667,0.13,
1635,Anderson_East_2-35,2/5/2025 11:03,279,74,62.63,205,2.62,2/5/2025 10:50,278,111,60.97,217.03,1.3,6.583333333,684.9113924,1,0,12.8,0.866666667,0.13,
1634,Anderson_East_2-35,2/5/2025 10:49,276,76,64.27,200,2.55,2/5/2025 10:38,274,131,62.41,211.59,1.48,7.116666667,633.5831382,1,0,11.43333333,0.866666667,0.11,
1633,Anderson_East_2-35,2/5/2025 10:37,274,76,63.79,198,2.53,2/5/2025 9:48,282,121,54.71,227.29,1.41,9.366666667,481.3879004,1,0,48.78333333,0.766666667,0.12,
1632,Anderson_East_2-35,2/5/2025 9:47,281,68,55.88,213,2.72,2/5/2025 9:33,278,130,58.25,219.75,1.48,7.716666667,584.3196544,1,0,14.73333333,0.85,0.12,
1631,Anderson_East_2-35,2/5/2025 9:32,278,76,62.63,202,2.58,2/5/2025 9:19,279,109,59.06,219.94,1.29,5.816666667,775.1862464,1,0,13.35,0.833333333,0.17,
1630,Anderson_East_2-35,2/5/2025 9:18,277,73,61.7,204,2.6,2/5/2025 9:04,274,134,60.77,213.23,1.52,8.366666667,538.9243028,1,0,13.76666667,0.833333333,0.12,
1629,Anderson_East_2-35,2/5/2025 9:03,274,76,62.05,198,2.53,2/5/2025 8:22,280,137,63.34,216.66,1.52,7.866666667,573.1779661,1,0,40.66666667,0.833333333,0.15,
1628,Anderson_East_2-35,2/5/2025 8:22,279,79,66.63,200,2.55,2/5/2025 8:08,280,117,61.47,218.53,1.34,6.483333333,695.4755784,1,0,13.58333333,0.85,0.12,
1627,Anderson_East_2-35,2/5/2025 8:07,278,74,63.26,204,2.6,2/5/2025 7:55,278,125,61.37,216.63,1.42,6.383333333,706.3707572,1,0,11.8,0.85,0.12,
1626,Anderson_East_2-35,2/5/2025 7:55,277,78,65.28,199,2.54,2/5/2025 7:42,278,109,59.76,218.24,1.29,5.966666667,755.698324,1,0,12.38333333,0.85,0.13,
1625,Anderson_East_2-35,2/5/2025 7:41,277,73,61.45,204,2.6,2/5/2025 7:29,278,119,56.79,221.21,1.39,7.783333333,579.3147752,1,0,12.25,0.85,0.11,
1624,Anderson_East_2-35,2/5/2025 7:28,277,72,59.79,205,2.62,2/5/2025 7:15,280,121,55.24,224.76,1.41,7.7,585.5844156,1,0,12.96666667,0.833333333,0.13,
1623,Anderson_East_2-35,2/5/2025 7:14,279,69,56.9,210,2.68,2/5/2025 7:02,278,109,51.75,226.25,1.34,6.75,668,1,0,12.4,0.85,0.14,
1622,Anderson_East_2-35,2/5/2025 7:01,277,69,58.09,208,2.65,2/5/2025 6:49,275,132,54.16,220.84,1.54,7.766666667,580.5579399,1,0,11.81666667,0.833333333,0.13,
1621,Anderson_East_2-35,2/5/2025 6:49,275,72,57.78,203,2.59,2/5/2025 6:13,279,115,62.7,216.3,1.32,4.283333333,1052.684825,1,0,35.91666667,0.85,0.15,
1620,Anderson_East_2-35,2/5/2025 6:12,277,76,65.81,201,2.56,2/5/2025 6:00,278,136,63.98,214.02,1.51,7.833333333,575.6170213,1,0,12.23333333,0.833333333,0.11,
1619,Anderson_East_2-35,2/5/2025 5:59,277,78,66.12,199,2.54,2/5/2025 5:44,280,116,58.65,221.35,1.35,6.716666667,671.3151365,1,0,14.76666667,0.85,0.11,
1618,Anderson_East_2-35,2/5/2025 5:43,278,72,59.89,206,2.63,2/5/2025 5:31,277,112,61.36,215.64,1.31,6.566666667,686.6497462,1,0,11.8,0.85,0.11,
1617,Anderson_East_2-35,2/5/2025 5:30,275,77,66.07,198,2.53,2/5/2025 5:16,274,134,55.63,218.37,1.56,9.116666667,494.5886654,1,0,13.91666667,0.85,0.15,
1616,Anderson_East_2-35,2/5/2025 5:16,274,75,60.87,199,2.54,2/5/2025 3:09,279,119,66.4,212.6,1.33,6.316666667,713.8258575,1,0,126.4833333,0.85,0.16,
1615,Anderson_East_2-35,2/5/2025 3:08,278,79,68.49,199,2.54,2/5/2025 2:56,279,117,62.66,216.34,1.34,7.833333333,575.6170213,1,0,12.21666667,0.85,0.12,
1614,Anderson_East_2-35,2/5/2025 2:55,277,79,66.98,198,2.53,2/5/2025 2:43,279,126,64.63,214.37,1.4,7.916666667,569.5578947,1,0,12.46666667,0.833333333,0.16,
1613,Anderson_East_2-35,2/5/2025 2:42,278,79,67.65,199,2.54,2/5/2025 2:28,280,140,64.62,215.38,1.54,8.1,556.6666667,1,0,14.15,0.833333333,0.13,
1612,Anderson_East_2-35,2/5/2025 2:27,279,81,67.38,198,2.53,2/5/2025 2:12,280,119,62.79,217.21,1.35,6.4,704.53125,1,0,14.98333333,0.85,0.14,
1611,Anderson_East_2-35,2/5/2025 2:11,278,78,67.06,200,2.55,2/5/2025 1:59,279,113,55.19,223.81,1.35,7.766666667,580.5579399,1,0,12.41666667,0.85,0.11,
1610,Anderson_East_2-35,2/5/2025 1:58,277,69,57.95,208,2.65,2/5/2025 1:45,280,118,52.99,227.01,1.4,8.016666667,562.4532225,1,0,12.73333333,0.85,0.13,
1609,Anderson_East_2-35,2/5/2025 1:44,279,70,56.39,209,2.67,2/5/2025 1:31,279,116,55.75,223.25,1.37,7.583333333,594.5934066,1,0,12.78333333,0.85,0.13,
1608,Anderson_East_2-35,2/5/2025 1:31,277,71,57.97,206,2.63,2/5/2025 1:18,278,127,59.1,218.9,1.45,7.483333333,602.5389755,1,0,12.15,0.85,0.11,
1607,Anderson_East_2-35,2/5/2025 1:18,276,76,62.93,200,2.55,2/5/2025 1:05,279,117,65.72,213.28,1.32,6.25,721.44,1,0,12.63333333,0.85,0.14,
1606,Anderson_East_2-35,2/5/2025 1:04,277,80,68.7,197,2.51,2/5/2025 0:52,280,128,67.24,212.76,1.4,7.766666667,580.5579399,1,0,12.05,0.85,0.12,
1605,Anderson_East_2-35,2/5/2025 0:51,279,82,70.11,197,2.51,2/5/2025 0:38,279,128,63.37,215.63,1.43,6.15,733.1707317,1,0,13.45,0.85,0.13,
1604,Anderson_East_2-35,2/5/2025 0:37,278,75,64.83,203,2.59,2/5/2025 0:23,280,117,58.32,221.68,1.36,6.6,683.1818182,1,0,14.01666667,0.766666667,0.11,
1603,Anderson_East_2-35,2/5/2025 0:22,278,72,60.68,206,2.63,2/5/2025 0:10,278,116,59.13,218.87,1.35,6.75,668,1,0,12.3,0.833333333,0.13,
1602,Anderson_East_2-35,2/5/2025 0:09,277,73,61.66,204,2.6,2/4/2025 23:58,276,120,59.98,216.02,1.38,5.55,812.4324324,1,0,10.78333333,0.766666667,0.11,
1601,Anderson_East_2-35,2/4/2025 23:57,276,73,62.54,203,2.59,2/4/2025 23:45,280,129,68.18,211.82,1.4,6.75,668,1,0,12.5,0.85,0.13,
1600,Anderson_East_2-35,2/4/2025 23:44,279,83,71.98,196,2.5,2/4/2025 23:32,280,122,70.8,209.2,1.32,6.333333333,711.9473684,1,0,12.2,0.833333333,0.14,
1599,Anderson_East_2-35,2/4/2025 23:31,279,84,72.06,195,2.49,2/4/2025 23:19,276,139,66.92,209.08,1.53,6.8,663.0882353,1,0,11.7,0.85,0.13,
1598,Anderson_East_2-35,2/4/2025 23:19,274,84,70.11,190,2.42,2/4/2025 23:07,277,108,63.52,213.48,1.26,4.916666667,917.0847458,1,0,11.68333333,0.866666667,0.16,
1597,Anderson_East_2-35,2/4/2025 23:06,275,77,66.04,198,2.53,2/4/2025 22:55,275,136,64.53,210.47,1.51,6.916666667,651.9036145,1,0,10.88333333,0.85,0.13,
1596,Anderson_East_2-35,2/4/2025 22:54,274,79,66.15,195,2.49,2/4/2025 20:39,279,126,67.9,211.1,1.38,6.283333333,717.6127321,1,0,135.0166667,0.85,0.13,
1595,Anderson_East_2-35,2/4/2025 20:38,277,83,71.7,194,2.47,2/4/2025 20:26,279,119,66.5,212.5,1.33,6.633333333,679.7487437,1,0,12.2,0.85,0.15,
1594,Anderson_East_2-35,2/4/2025 20:25,278,80,68.27,198,2.53,2/4/2025 20:12,278,129,60.59,217.41,1.46,9.25,487.4594595,1,0,13.83333333,0.833333333,0.12,
1593,Anderson_East_2-35,2/4/2025 20:11,278,77,63.96,201,2.56,2/4/2025 19:54,279,122,50.24,228.76,1.46,10.76666667,418.7925697,1,0,16.7,0.833333333,0.15,
1592,Anderson_East_2-35,2/4/2025 19:53,278,67,52.95,211,2.69,2/4/2025 19:38,279,118,50.46,228.54,1.42,8.316666667,542.1643287,1,0,14.81666667,0.816666667,0.14,
1591,Anderson_East_2-35,2/4/2025 19:38,278,67,53.47,211,2.69,2/4/2025 19:24,282,108,53.77,228.23,1.31,7.283333333,619.0846682,1,0,13.41666667,0.85,0.15,
1590,Anderson_East_2-35,2/4/2025 19:23,280,69,56.85,211,2.69,2/4/2025 19:10,280,119,57.31,222.69,1.38,8.133333333,554.3852459,1,0,13.3,0.833333333,0.13,
1589,Anderson_East_2-35,2/4/2025 19:09,279,74,60.51,205,2.62,2/4/2025 18:55,278,119,55.18,222.82,1.4,8.266666667,545.4435484,1,0,13.86666667,0.85,0.16,
1588,Anderson_East_2-35,2/4/2025 18:54,277,69,56.7,208,2.65,2/4/2025 18:41,278,123,50.08,227.92,1.47,8.533333333,528.3984375,1,0,13.45,0.85,0.13,
1587,Anderson_East_2-35,2/4/2025 18:40,278,65,52.77,213,2.72,2/4/2025 18:23,278,131,50.98,227.02,1.54,11.63333333,387.5931232,1,0,17.4,0.85,0.14,
1586,Anderson_East_2-35,2/4/2025 18:22,277,65,52.45,212,2.7,2/4/2025 18:03,280,123,50.08,229.92,1.46,10.9,413.6697248,1,0,18.45,0.85,0.12,
1585,Anderson_East_2-35,2/4/2025 18:03,280,67,53.34,213,2.72,2/4/2025 17:47,280,131,58.06,221.94,1.49,8.183333333,550.9979633,1,0,15.38333333,0.833333333,0.15,
1584,Anderson_East_2-35,2/4/2025 17:46,279,74,61.03,205,2.62,2/4/2025 17:34,279,120,56.02,222.98,1.4,6.416666667,702.7012987,1,0,12.75,0.85,0.14,
1583,Anderson_East_2-35,2/4/2025 17:33,277,72,59.76,205,2.62,2/4/2025 17:20,280,110,54.83,225.17,1.32,7.083333333,636.5647059,1,0,12.4,0.866666667,0.16,
1582,Anderson_East_2-35,2/4/2025 17:20,279,69,57.18,210,2.68,2/4/2025 17:07,280,118,52.34,227.66,1.41,8.033333333,561.2863071,1,0,13,0.783333333,0.12,
1581,Anderson_East_2-35,2/4/2025 17:06,279,68,55.96,211,2.69,2/4/2025 16:52,280,113,45.57,234.43,1.4,8.266666667,545.4435484,1,0,13.66666667,0.866666667,0.15,
1580,Anderson_East_2-35,2/4/2025 16:51,280,63,49.14,217,2.77,2/4/2025 16:38,279,112,53.4,225.6,1.35,7.733333333,583.0603448,1,0,12.63333333,0.883333333,0.14,
1579,Anderson_East_2-35,2/4/2025 16:38,278,68,55.85,210,2.68,2/4/2025 16:25,278,108,54.64,223.36,1.31,7.633333333,590.69869,1,0,12.23333333,0.783333333,0.1,
1578,Anderson_East_2-35,2/4/2025 16:25,277,69,56.58,208,2.65,2/4/2025 16:11,277,123,53.56,223.44,1.45,8.7,518.2758621,1,0,13.38333333,0.783333333,0.12,
1577,Anderson_East_2-35,2/4/2025 16:10,277,68,54.95,209,2.67,2/4/2025 15:54,280,131,50.53,229.47,1.54,10.83333333,416.2153846,1,0,16.53333333,0.85,0.13,
1576,Anderson_East_2-35,2/4/2025 15:53,279,70,52.36,209,2.67,2/4/2025 15:37,281,106,53.47,227.53,1.3,6.2,727.2580645,1,0,16.28333333,0.783333333,0.13,
1575,Anderson_East_2-35,2/4/2025 15:36,280,66,54.59,214,2.73,2/4/2025 15:24,278,103,50.92,227.08,1.3,7.1,635.0704225,1,0,11.65,0.866666667,0.11,
1574,Anderson_East_2-35,2/4/2025 15:24,276,66,53.81,210,2.68,2/4/2025 15:10,276,132,58.35,217.65,1.51,8.35,540,1,0,13.06666667,0.783333333,0.12,
1573,Anderson_East_2-35,2/4/2025 15:10,275,74,61.27,201,2.56,2/4/2025 14:19,280,133,92.46,187.54,1.28,3.483333333,1294.449761,1,0,50.26666667,0.85,0.14,
1572,Anderson_East_2-35,2/4/2025 14:19,279,104,95.01,175,2.23,2/4/2025 14:13,277,150,102.31,174.69,1.38,1.633333333,2760.612245,1,0,5.95,0.766666667,0.11,
1571,Anderson_East_2-35,2/4/2025 14:12,276,115,106.24,161,2.05,2/4/2025 13:58,280,168,135.91,144.09,1.29,4.866666667,926.5068493,1,0,13.45,0.866666667,0.13,
1570,Anderson_East_2-35,2/4/2025 13:58,277,146,136.45,131,1.67,2/4/2025 13:46,279,160,109.11,169.89,1.43,7.566666667,595.9030837,1,0,11.11666667,0.8,0.09,
1569,Anderson_East_2-35,2/4/2025 13:46,278,122,109.11,156,1.99,2/4/2025 13:36,279,118,67.95,211.05,1.31,6.083333333,741.2054795,1,0,9.75,0.766666667,0.12,
1568,Anderson_East_2-35,2/4/2025 13:35,277,78,67.32,199,2.54,2/4/2025 13:24,277,129,63.63,213.37,1.44,7.016666667,642.6128266,1,0,11.51666667,0.866666667,0.1,
1567,Anderson_East_2-35,2/4/2025 13:23,276,78,66.39,198,2.53,2/4/2025 13:12,280,116,64.83,215.17,1.31,3.8,1186.578947,1,0,10.71666667,0.766666667,0.12,
1566,Anderson_East_2-35,2/4/2025 13:11,278,78,68.04,200,2.55,2/4/2025 12:58,280,132,66,214,1.45,7.816666667,576.8443497,1,0,13.18333333,0.883333333,0.14,
1565,Anderson_East_2-35,2/4/2025 12:57,280,80,68.38,200,2.55,2/4/2025 12:43,280,120,66.05,213.95,1.34,6.733333333,669.6534653,1,0,14.55,0.866666667,0.16,
1564,Anderson_East_2-35,2/4/2025 12:42,278,81,69.08,197,2.51,2/4/2025 12:30,278,130,62.76,215.24,1.45,7.283333333,619.0846682,1,0,11.88333333,0.866666667,0.14,
1563,Anderson_East_2-35,2/4/2025 12:29,277,77,65.78,200,2.55,2/4/2025 12:17,277,115,63.74,213.26,1.32,5.3,850.754717,1,0,12.4,0.866666667,0.13,
1562,Anderson_East_2-35,2/4/2025 12:16,276,78,68.52,198,2.53,2/4/2025 12:05,276,140,67.89,208.11,1.53,6.933333333,650.3365385,1,0,10.91666667,0.866666667,0.14,
1561,Anderson_East_2-35,2/4/2025 12:04,275,84,69.45,191,2.44,2/4/2025 10:21,280,130,56.79,223.21,1.49,8.6,524.3023256,1,0,103.2333333,0.866666667,0.15,
1560,Anderson_East_2-35,2/4/2025 10:20,279,75,61.63,204,2.6,2/4/2025 10:06,280,111,55.2,224.8,1.33,7.6,593.2894737,1,0,14.01666667,0.866666667,0.14,
1559,Anderson_East_2-35,2/4/2025 10:05,279,70,58.54,209,2.67,2/4/2025 9:52,280,114,58.89,221.11,1.33,7.766666667,580.5579399,1,0,12.76666667,0.833333333,0.13,
1558,Anderson_East_2-35,2/4/2025 9:51,279,73,61.31,206,2.63,2/4/2025 9:38,279,117,62.81,216.19,1.33,8.016666667,562.4532225,1,0,13.78333333,0.866666667,0.14,
1557,Anderson_East_2-35,2/4/2025 9:37,278,77,65.13,201,2.56,2/4/2025 9:23,281,138,65.46,215.54,1.51,8.233333333,547.6518219,1,0,13.23333333,0.833333333,0.15,
1556,Anderson_East_2-35,2/4/2025 9:23,280,83,69.21,197,2.51,2/4/2025 9:06,281,121,65.4,215.6,1.35,7.2,626.25,1,0,16.5,0.833333333,0.17,
1555,Anderson_East_2-35,2/4/2025 9:05,280,81,68.66,199,2.54,2/4/2025 8:53,279,121,60.67,218.33,1.38,7.383333333,610.6997743,1,0,12.53333333,0.833333333,0.13,
1554,Anderson_East_2-35,2/4/2025 8:52,278,75,64.95,203,2.59,2/4/2025 8:39,279,121,60.1,218.9,1.39,7.15,630.6293706,1,0,13,0.833333333,0.12,
1553,Anderson_East_2-35,2/4/2025 8:38,278,75,63.46,203,2.59,2/4/2025 8:25,278,120,61.03,216.97,1.37,6.766666667,666.3546798,1,0,12.85,0.866666667,0.13,
1552,Anderson_East_2-35,2/4/2025 8:24,277,76,64.56,201,2.56,2/4/2025 8:12,280,118,56.41,223.59,1.38,7.216666667,624.8036952,1,0,12.26666667,0.85,0.14,
1551,Anderson_East_2-35,2/4/2025 8:11,279,70,58.04,209,2.67,2/4/2025 7:59,278,118,61.2,216.8,1.36,7.066666667,638.0660377,1,0,12.23333333,0.833333333,0.12,
1550,Anderson_East_2-35,2/4/2025 7:58,277,76,64.93,201,2.56,2/4/2025 7:47,278,134,60.65,217.35,1.51,6.683333333,674.6633416,1,0,11.33333333,0.85,0.13,
1549,Anderson_East_2-35,2/4/2025 7:46,276,77,64.24,199,2.54,2/4/2025 7:30,280,111,65.6,214.4,1.27,4.65,969.6774194,1,0,16.08333333,0.85,0.15,
1548,Anderson_East_2-35,2/4/2025 7:29,278,80,68.09,198,2.53,2/4/2025 7:17,278,134,60.66,217.34,1.51,7.7,585.5844156,1,0,12.18333333,0.833333333,0.11,
1547,Anderson_East_2-35,2/4/2025 7:16,277,79,64.18,198,2.53,2/4/2025 7:03,280,116,64.07,215.93,1.32,5.75,784.173913,1,0,12.88333333,0.75,0.15,
1546,Anderson_East_2-35,2/4/2025 7:02,278,77,65.51,201,2.56,2/4/2025 6:51,276,114,59.49,216.51,1.34,7.05,639.5744681,1,0,11.86666667,0.833333333,0.11,
1545,Anderson_East_2-35,2/4/2025 6:50,275,74,61.96,201,2.56,2/4/2025 6:38,275,135,55.66,219.34,1.57,8.6,524.3023256,1,0,12.06666667,0.85,0.16,
1544,Anderson_East_2-35,2/4/2025 6:37,274,75,58.88,199,2.54,2/4/2025 4:35,280,116,64.42,215.58,1.31,3.7,1218.648649,1,0,121.6333333,0.833333333,0.16,
1543,Anderson_East_2-35,2/4/2025 4:34,279,78,68.11,201,2.56,2/4/2025 4:22,279,113,51.93,227.07,1.37,8.166666667,552.122449,1,0,12.71666667,0.85,0.15,
1542,Anderson_East_2-35,2/4/2025 4:21,278,66,54.37,212,2.7,2/4/2025 4:09,280,123,62.37,217.63,1.39,7.533333333,598.539823,1,0,12.18333333,0.85,0.15,
1541,Anderson_East_2-35,2/4/2025 4:08,279,75,62.17,204,2.6,2/4/2025 3:51,283,122,48.26,234.74,1.46,12.15,371.1111111,1,0,17.03333333,0.85,0.09,
1540,Anderson_East_2-35,2/4/2025 3:50,283,67,54.45,216,2.76,2/4/2025 3:35,280,123,50.79,229.21,1.46,8.766666667,514.3346008,1,0,15,0.85,0.16,
1539,Anderson_East_2-35,2/4/2025 3:34,279,69,55.61,210,2.68,2/4/2025 3:21,279,105,46.9,232.1,1.33,7.566666667,595.9030837,1,0,13.05,0.833333333,0.15,
1538,Anderson_East_2-35,2/4/2025 3:20,278,61,49.04,217,2.77,2/4/2025 3:07,280,109,50.41,229.59,1.34,8.25,546.5454545,1,0,13.05,0.866666667,0.11,
1537,Anderson_East_2-35,2/4/2025 3:06,279,66,53.59,213,2.72,2/4/2025 2:52,281,129,55.49,225.51,1.48,9.216666667,489.2224231,1,0,14.41666667,0.85,0.12,
1536,Anderson_East_2-35,2/4/2025 2:51,280,70,58.23,210,2.68,2/4/2025 2:36,281,114,53.67,227.33,1.36,8.3,543.253012,1,0,14.46666667,0.833333333,0.14,
1535,Anderson_East_2-35,2/4/2025 2:36,280,67,55.79,213,2.72,2/4/2025 2:22,277,120,52.8,224.2,1.43,8.416666667,535.7227723,1,0,13.13333333,0.85,0.13,
1534,Anderson_East_2-35,2/4/2025 2:22,275,67,55.67,208,2.65,2/4/2025 2:06,277,130,48.56,228.44,1.55,10.2,442.0588235,1,0,15.43333333,0.85,0.14,
1533,Anderson_East_2-35,2/4/2025 2:05,276,70,51.56,206,2.63,2/4/2025 1:11,281,109,52.95,228.05,1.33,6.416666667,702.7012987,1,0,53.98333333,0.75,0.14,
1532,Anderson_East_2-35,2/4/2025 1:11,279,66,56.14,213,2.72,2/4/2025 0:58,277,112,54.78,222.22,1.35,8.116666667,555.523614,1,0,12.53333333,0.85,0.11,
1531,Anderson_East_2-35,2/4/2025 0:57,275,70,58.8,205,2.62,2/4/2025 0:44,276,125,50.16,225.84,1.5,9.366666667,481.3879004,1,0,13.35,0.833333333,0.14,
1530,Anderson_East_2-35,2/4/2025 0:43,275,67,53.5,208,2.65,2/4/2025 0:25,281,125,53.63,227.37,1.46,11.58333333,389.2661871,1,0,17.83333333,0.833333333,0.16,
